UserID,PolicyID1,PolicyID2,PolicyID3,PolicyID4,PolicyID5,PolicyID6,PolicyID7,PolicyID8,PolicyID9,PolicyID10
58371,1.7,,,,2.7,4.9,2.4,4.2,1.9,
58372,3.0,2.5,3.9,2.2,,,2.7,3.1,,1.5
58373,2.6,4.4,3.1,2.6,3.7,3.3,3.9,4.2,2.3,3.4
58374,4.4,1.0,4.0,4.0,,,3.4,3.1,1.6,4.6
58375,2.5,4.8,4.3,,,,3.7,1.9,3.4,1.4
58376,,1.8,2.2,2.8,,,,1.2,1.9,1.0
58377,,1.9,3.6,4.9,1.7,3.8,,4.8,,4.1
58378,3.6,,4.7,3.0,1.2,2.9,4.3,2.6,,2.1
58379,,4.1,2.2,3.2,2.5,4.2,3.3,4.4,3.5,
58380,,1.1,3.0,2.6,,2.5,3.2,1.8,,2.6
58381,2.8,,1.8,,4.4,,2.2,3.3,1.3,4.0
58382,,1.4,4.0,2.4,4.5,2.5,4.3,1.5,5.0,3.1
58383,1.5,1.3,,2.9,3.3,3.5,2.2,3.2,,4.4
58384,3.6,1.8,,2.0,,,1.9,,4.3,1.6
58385,1.9,2.6,2.8,3.0,4.5,4.6,2.8,,3.3,2.2
58386,4.5,2.8,2.4,,2.5,,,3.9,4.8,
58387,2.1,4.7,3.8,4.3,1.2,1.7,4.5,2.1,4.6,1.5
58388,3.2,,2.1,4.1,,,3.9,4.7,1.7,1.5
58389,1.3,2.2,,3.4,1.4,2.2,1.4,,1.3,2.5
58390,3.5,,,,5.0,,1.8,2.2,2.1,4.8
58391,,3.1,4.3,2.5,,,4.3,1.7,1.8,4.6
58392,,1.4,,2.3,,1.5,,4.5,3.3,2.2
58393,,,1.3,4.1,,4.7,3.9,4.7,,4.3
58394,1.9,,5.0,,,3.5,,3.3,,3.8
58395,1.7,,1.3,1.7,4.2,3.1,2.2,3.5,1.4,4.7
58396,4.6,,4.1,4.1,2.8,,2.4,,1.3,4.0
58397,2.2,4.9,1.7,,,3.0,4.4,4.1,,4.2
58398,,,,,,,3.1,,2.3,
58399,1.2,3.2,,1.1,2.8,2.8,,4.3,3.2,
58400,4.7,3.0,2.2,1.6,,2.8,,2.0,4.3,1.5
58401,,,3.0,2.1,4.6,3.1,,2.2,2.8,
58402,4.7,3.9,3.0,4.5,3.3,,1.6,4.3,4.0,5.0
58403,3.1,3.0,3.6,1.4,,3.4,,4.6,,3.7
58404,,,4.3,2.7,,3.5,2.0,4.6,4.7,3.1
58405,,2.4,1.2,1.5,,,2.4,,,1.0
58406,4.4,,1.4,3.2,,1.0,4.4,2.7,2.9,2.5
58407,3.7,3.4,,,2.5,2.5,,3.0,,4.5
58408,1.7,4.1,,3.4,2.5,,4.0,2.2,3.8,3.2
58409,3.9,4.1,1.1,,1.2,1.5,2.2,2.7,,4.2
58410,1.1,,1.5,1.7,1.4,1.7,3.9,1.5,4.3,2.6
58411,3.1,2.5,,1.9,1.5,2.2,2.7,1.3,,
58412,4.6,,4.5,4.8,3.7,4.4,3.1,2.5,,3.5
58413,,2.3,2.6,,4.7,2.4,1.1,4.8,3.4,3.9
58414,3.1,,,,2.8,,3.0,,2.0,3.7
58415,2.8,2.1,,2.1,4.4,,,,,4.3
58416,2.5,2.4,2.3,2.3,1.8,1.5,4.8,,2.0,1.9
58417,4.7,2.6,,2.2,4.2,4.1,2.9,,1.8,
58418,3.7,1.1,3.4,3.6,1.3,1.9,3.6,,,4.5
58419,3.6,3.8,,3.5,4.5,3.3,2.2,4.0,2.2,
58420,,,1.3,2.1,4.7,4.1,,4.1,3.8,4.1
58421,2.8,,,,2.1,,3.0,2.7,,1.2
58422,1.4,1.5,4.2,4.0,4.6,3.3,,,,3.2
58423,,4.3,4.7,,,4.6,4.7,,4.7,4.6
58424,1.3,4.5,,4.6,,4.2,,3.9,,
58425,2.6,4.9,4.6,2.3,,,2.5,,3.9,4.4
58426,1.8,3.0,,4.2,,2.0,3.5,3.8,,1.4
58427,,1.1,1.5,3.9,2.1,4.3,,2.2,2.8,2.6
58428,2.2,1.7,3.6,1.5,4.0,4.9,,,3.8,
58429,1.5,4.0,,4.6,2.5,1.7,1.7,4.6,1.6,1.3
58430,,,4.0,,2.5,1.5,3.9,3.2,1.4,3.4
58431,4.9,2.8,,,,3.3,2.3,3.1,2.0,4.5
58432,3.9,3.4,2.9,1.8,4.8,3.8,1.7,,4.0,2.2
58433,4.5,3.7,3.4,2.7,1.8,2.3,3.1,2.8,1.5,
58434,1.9,,3.9,,3.4,1.6,4.8,4.3,,
58435,2.5,2.0,2.3,3.2,,3.6,,,3.4,
58436,,3.2,4.2,2.5,,3.1,2.5,1.3,,3.3
58437,4.4,3.9,,4.2,3.7,2.9,1.7,3.2,2.9,
58438,2.6,1.2,2.0,4.6,,1.7,,2.9,2.4,2.2
58439,2.0,,1.3,1.9,,2.8,2.7,4.6,2.9,3.4
58440,,,2.3,,,4.2,,1.3,,1.6
58441,2.5,,1.4,4.0,,,,3.9,4.9,
58442,2.9,2.2,,2.2,1.4,3.2,2.6,1.1,1.8,3.9
58443,,,,3.2,1.5,3.0,,,3.5,3.6
58444,3.6,,2.1,4.3,4.6,1.9,4.8,,5.0,4.4
58445,2.2,4.6,4.8,1.9,4.5,2.6,3.5,2.4,,1.2
58446,,4.8,4.0,2.8,4.9,3.6,4.5,3.6,4.8,1.3
58447,2.9,2.2,4.8,4.2,1.5,4.3,,,2.4,2.2
58448,,,3.3,,4.8,4.1,,4.8,2.6,1.8
58449,,3.7,,2.4,,1.7,,2.4,1.2,2.0
58450,3.0,,2.0,4.4,3.5,,3.3,4.3,3.5,1.9
58451,4.4,4.4,,1.9,2.8,2.0,,,,
58452,3.1,,,2.3,1.5,4.4,1.7,4.7,1.9,3.0
58453,,,1.9,,,,1.7,,4.5,
58454,3.0,1.8,2.5,1.5,3.1,2.6,4.0,1.5,4.2,2.2
58455,2.1,3.7,1.2,1.2,4.3,,1.5,3.2,3.7,
58456,3.2,1.4,3.0,1.4,2.8,,1.6,4.9,,
58457,1.8,,5.0,,3.5,2.2,,2.8,1.4,
58458,4.5,3.1,3.0,,2.9,,4.2,,,
58459,1.6,1.2,1.5,1.2,4.9,,1.6,,4.0,4.8
58460,2.0,4.0,4.9,3.2,2.6,2.7,,,4.2,
58461,2.6,4.2,2.8,,,1.5,1.7,,,
58462,4.4,4.3,3.8,2.3,4.2,4.3,2.4,,2.4,
58463,4.2,2.5,,,4.6,4.7,2.8,,3.7,4.8
58464,2.1,2.5,,4.8,,,3.6,,2.5,3.6
58465,,,4.6,1.6,1.9,4.7,4.2,3.4,3.6,1.9
58466,,1.4,4.5,1.9,1.8,1.3,3.8,,2.7,
58467,,2.5,,,,4.3,5.0,2.6,,
58468,2.9,,1.6,3.7,2.0,3.7,,2.3,,1.3
58469,3.3,,4.5,1.5,2.2,4.3,,,2.0,1.1
58470,3.2,,,2.9,1.6,2.2,2.5,4.7,2.2,4.5
58471,1.6,1.3,2.6,3.6,2.1,3.7,,2.9,4.8,4.2
58472,,3.2,4.6,3.4,,1.9,3.7,3.9,3.6,4.4
58473,4.3,1.8,2.2,4.5,2.6,,3.5,4.1,2.8,2.4
58474,,4.1,2.8,4.6,4.2,,4.0,4.1,1.4,4.6
58475,1.4,,,,2.1,2.1,,,2.8,3.5
58476,2.3,3.1,1.7,,,,,3.4,3.1,4.8
58477,4.6,,,,4.6,3.8,,4.1,3.0,3.1
58478,,2.5,3.9,2.1,2.5,3.7,4.2,1.6,4.5,2.3
58479,,3.1,1.8,4.9,3.6,,2.3,2.3,,2.2
58480,4.7,,1.2,1.6,,,1.9,4.8,,1.6
58481,4.2,3.4,,3.1,,2.4,,2.7,2.8,2.8
58482,,4.4,3.9,,,,,3.0,,
58483,2.1,2.1,4.4,4.9,,4.5,2.2,2.4,4.4,
58484,4.4,1.7,,1.3,,,,1.7,,4.6
58485,2.1,4.9,2.2,,,,2.5,,,
58486,1.3,2.0,4.2,3.2,,4.1,,2.2,1.8,4.0
58487,,3.7,1.6,4.4,,2.5,4.4,2.6,3.3,1.9
58488,,1.8,,,,3.9,4.8,,,3.1
58489,,4.4,,2.0,3.0,,4.7,4.6,,
58490,4.8,,,1.0,,4.5,,1.2,3.9,5.0
58491,3.8,4.7,3.5,2.7,4.5,1.4,,,4.9,4.1
58492,1.1,4.5,4.5,4.9,3.1,1.6,4.5,4.8,4.9,4.6
58493,,1.1,1.7,,,3.9,,3.4,1.1,4.0
58494,1.6,4.2,,3.5,2.0,4.2,2.3,4.1,4.1,3.3
58495,3.5,3.1,,,4.4,,1.3,3.0,1.4,
58496,3.0,1.8,2.6,3.7,2.9,,,2.1,2.9,
58497,1.7,3.9,1.8,4.7,3.8,1.6,1.1,3.2,3.0,
58498,,,2.4,2.2,3.2,2.7,2.6,1.2,2.6,4.3
58499,4.1,,1.4,,,2.3,2.5,4.3,4.4,
58500,3.3,3.2,1.2,,2.4,1.2,1.3,1.5,3.5,
58501,1.7,2.6,1.0,1.6,,,2.4,3.0,2.7,
58502,4.7,4.1,,2.4,2.6,4.8,3.2,3.8,1.3,
58503,3.2,,2.9,,4.5,3.9,2.5,4.9,3.8,2.7
58504,,2.6,4.6,2.8,,2.8,,2.8,3.0,4.2
58505,2.8,,4.3,4.9,4.8,3.3,2.0,2.9,4.7,2.9
58506,4.1,1.5,,,,1.4,1.4,3.2,3.9,4.2
58507,4.9,1.8,4.2,4.6,1.9,3.3,3.0,1.2,2.3,3.0
58508,,2.5,,4.9,,4.0,2.6,1.5,1.8,
58509,2.0,2.3,,3.7,,,4.6,,2.4,3.0
58510,4.4,1.1,,,3.3,1.1,1.1,,,4.1
58511,3.6,2.8,,,3.5,3.1,2.3,4.2,1.6,
58512,2.7,4.8,,1.2,,3.3,1.7,,2.4,3.1
58513,2.8,2.3,,4.7,,3.5,,1.1,4.4,4.2
58514,,,4.2,4.6,2.5,3.2,,1.6,,1.4
58515,4.3,3.0,4.8,4.3,2.0,3.1,3.1,4.9,,2.6
58516,2.2,3.9,2.4,1.2,,2.4,3.5,,2.5,1.2
58517,2.0,1.8,2.5,4.7,2.5,2.8,,1.7,3.0,
58518,1.4,2.5,,3.6,3.2,,1.8,4.8,4.3,4.3
58519,4.4,4.2,,4.6,3.5,1.1,3.7,4.7,,2.5
58520,5.0,,3.4,4.5,2.7,3.3,3.2,3.8,1.3,
58521,3.2,2.8,,3.2,2.5,1.0,,,4.6,2.8
58522,,,,4.7,1.7,2.9,4.3,,,2.4
58523,1.0,1.7,,4.7,2.3,1.7,2.0,3.7,2.6,2.1
58524,,5.0,,,,,4.1,4.7,4.4,
58525,4.7,2.6,4.9,,4.0,2.8,,2.1,,
58526,4.0,,,4.2,1.0,2.4,,3.7,2.7,
58527,2.1,,2.3,4.7,3.5,,2.9,,2.5,1.7
58528,2.0,,3.1,2.7,4.8,3.2,4.8,,,4.1
58529,,1.5,3.5,,,2.4,2.1,,4.8,
58530,1.3,2.9,,,1.9,,3.0,,4.0,1.7
58531,,,1.8,1.8,,,2.8,,2.9,3.2
58532,4.6,,4.5,,4.4,,,4.0,,1.7
58533,,,2.6,4.7,1.5,1.7,1.8,,1.4,4.4
58534,2.2,,,3.2,4.0,3.5,2.9,3.7,2.8,1.9
58535,5.0,,,,,2.7,1.9,1.7,3.8,3.6
58536,1.7,4.6,,1.6,4.5,2.0,,3.0,1.9,
58537,,5.0,2.0,2.9,3.0,,,,3.3,4.2
58538,3.4,,3.0,4.9,1.1,2.3,3.7,3.1,4.6,3.6
58539,3.8,1.2,,1.3,3.5,4.6,4.1,,,4.3
58540,1.6,1.1,1.9,1.4,3.8,3.6,,3.7,,3.2
58541,4.6,,3.4,3.3,,1.2,1.8,,4.5,3.2
58542,,,2.1,,2.6,2.0,4.2,3.9,,
58543,,3.0,2.2,,3.3,2.4,3.7,4.4,4.0,3.6
58544,1.6,,2.9,1.1,3.2,1.4,,2.5,,
58545,,3.0,4.8,1.8,3.2,3.9,5.0,,4.6,3.2
58546,2.2,3.1,2.7,3.3,1.4,,,2.2,1.9,4.5
58547,1.4,2.9,,2.5,3.3,1.1,4.5,,,1.3
58548,2.9,,3.8,4.4,,1.4,1.7,4.4,,1.7
58549,4.6,,4.0,,2.5,4.0,1.2,4.3,1.6,4.9
58550,2.6,,,3.5,,3.9,,4.6,4.9,2.5
58551,,4.5,1.9,3.1,,,1.6,,3.5,3.9
58552,1.2,,1.8,1.2,4.3,4.8,,,1.8,4.0
58553,,,4.3,,,4.3,,1.6,,4.3
58554,,2.2,3.2,1.1,1.3,4.9,,1.4,1.9,
58555,2.4,4.5,2.2,2.8,4.6,2.6,4.0,3.3,4.6,
58556,2.6,1.2,1.2,,,,4.1,,2.3,1.9
58557,2.9,4.7,2.8,2.5,4.3,2.7,,1.1,3.8,1.2
58558,2.6,4.7,3.4,2.9,3.9,4.6,3.5,1.1,4.4,2.6
58559,2.7,2.2,,2.1,1.0,2.1,5.0,1.8,,2.8
58560,4.8,4.9,,,,2.9,,,4.8,3.1
58561,4.9,5.0,2.7,3.1,2.4,4.8,,1.8,2.3,2.5
58562,4.8,,,,,,2.5,,,3.5
58563,1.0,3.5,2.8,1.9,5.0,,4.0,,3.1,2.4
58564,,4.9,,3.7,,,4.0,1.2,2.5,3.9
58565,2.1,,3.8,,,4.2,3.4,3.4,,
58566,,1.9,3.6,,3.5,3.5,3.7,,,2.3
58567,,2.3,,,,,,,,2.3
58568,4.1,4.5,1.6,1.4,,1.2,4.5,,4.4,3.8
58569,,4.6,4.7,2.5,,3.4,2.7,4.2,1.3,
58570,3.3,1.0,4.1,1.9,2.7,3.8,,3.6,3.7,1.7
58571,1.8,,3.1,2.3,3.9,1.3,2.3,4.6,1.6,
58572,3.8,,1.7,4.5,,4.7,3.6,,1.3,4.4
58573,2.1,1.5,3.2,4.1,3.1,2.1,3.7,3.8,3.6,3.9
58574,4.8,3.4,4.5,3.0,2.2,2.4,1.8,2.9,1.0,2.1
58575,1.6,3.1,2.8,3.3,,1.5,1.7,2.2,1.3,3.2
58576,1.4,,,2.3,,4.7,2.0,,,3.4
58577,,4.5,2.7,,1.5,,,1.5,2.1,4.7
58578,,3.0,2.6,1.6,,2.0,4.2,2.7,,3.4
58579,1.3,3.2,,,1.6,3.8,2.7,3.6,4.4,2.2
58580,1.3,,1.5,,3.3,2.9,1.8,4.7,4.6,
58581,,3.0,1.1,4.5,,4.9,3.2,1.1,3.2,1.1
58582,,4.4,,2.7,2.6,2.5,,4.1,2.9,4.6
58583,3.1,,,3.5,,1.1,,,4.3,3.6
58584,3.2,3.7,2.2,1.8,,4.0,,2.3,1.5,4.0
58585,,4.5,2.6,1.3,1.6,4.7,,4.5,1.1,1.2
58586,3.2,3.6,2.7,4.1,1.7,3.6,3.5,3.9,,3.8
58587,3.9,4.3,,2.4,2.8,3.7,3.8,,4.9,
58588,2.5,,3.1,,,,2.6,4.2,,2.5
58589,1.8,,,5.0,1.2,,,,3.0,4.4
58590,,3.9,1.4,2.3,4.7,,4.6,,3.2,
58591,,2.4,3.3,,2.9,4.3,3.9,3.7,2.9,
58592,1.7,3.8,,4.3,4.7,,,4.9,4.9,
58593,2.7,3.3,4.4,1.8,3.4,2.8,,,2.7,2.9
58594,4.1,1.9,,,1.6,1.4,,2.2,1.4,4.2
58595,4.0,,4.6,,,1.5,,4.8,3.5,3.8
58596,,2.5,3.4,2.3,2.9,2.7,2.7,,2.1,
58597,,3.1,1.2,2.3,,,,3.1,,1.5
58598,,,4.3,3.8,,4.9,,2.6,5.0,
58599,2.8,1.8,,3.3,1.4,3.4,,,1.2,4.2
58600,3.7,,3.4,3.5,3.1,,4.9,1.1,3.6,
58601,,,,,2.5,2.7,,2.7,3.6,
58602,2.6,,,1.7,4.2,,4.7,,2.6,2.4
58603,3.2,,3.5,,1.2,,,,1.2,3.7
58604,1.2,4.3,,4.4,,2.0,,2.9,4.0,4.6
58605,2.9,,2.5,1.8,3.1,1.8,2.7,,1.8,
58606,,,2.9,4.8,3.7,2.8,,1.3,1.8,2.7
58607,5.0,,,,,2.0,,5.0,1.7,1.2
58608,1.5,,2.3,3.3,1.8,,1.1,1.6,,
58609,,4.1,2.1,3.7,2.0,,3.8,1.3,3.3,1.5
58610,3.2,,,3.8,2.4,1.5,3.4,3.1,2.6,
58611,1.8,5.0,5.0,,,1.9,,,3.0,3.2
58612,4.6,,,1.4,4.4,2.6,4.7,4.4,,4.6
58613,3.8,2.3,3.5,,1.2,3.8,2.1,4.9,3.5,1.6
58614,3.5,3.9,2.1,2.7,1.7,3.2,1.4,,1.8,
58615,,4.8,4.7,4.8,,2.8,,3.3,3.2,2.6
58616,1.3,,,4.6,4.5,,,3.3,2.2,4.9
58617,3.9,,,2.2,,,4.6,4.5,3.8,
58618,3.2,,2.6,,4.7,4.2,4.3,4.6,2.9,1.1
58619,4.0,4.6,1.5,3.5,4.5,1.4,2.4,,3.4,4.5
58620,1.5,4.4,4.1,,,3.8,3.4,1.6,1.5,4.2
58621,2.6,3.7,,3.4,,5.0,4.7,,,1.7
58622,2.3,3.8,4.3,4.7,1.1,2.9,3.9,,,
58623,,,3.4,,,,,3.6,2.0,1.1
58624,,2.9,2.1,1.2,3.8,,3.9,,2.8,3.1
58625,,1.6,,4.8,,1.1,,1.9,3.7,2.2
58626,3.6,3.0,3.9,2.6,3.7,3.0,3.5,,2.4,
58627,2.6,2.9,2.4,1.3,,4.5,2.4,2.5,,4.0
58628,,2.1,2.5,2.0,1.5,2.5,4.1,,4.0,1.9
58629,,3.7,2.6,,3.3,,,4.6,,
58630,,3.5,4.0,,2.4,,2.4,1.3,,1.8
58631,1.8,,1.9,,,4.2,1.7,3.5,2.3,3.2
58632,2.5,1.7,3.1,,2.2,,4.8,,4.6,
58633,3.9,3.4,4.7,4.8,4.5,3.3,1.3,,3.6,2.3
58634,1.6,,2.6,,3.9,,1.5,4.3,,
58635,,,,5.0,3.2,,4.5,3.7,4.0,
58636,3.2,,1.0,3.5,1.2,3.7,3.4,1.3,,2.5
58637,,,3.3,3.5,4.8,3.8,,3.1,2.7,3.5
58638,2.8,,2.0,,3.3,,1.2,4.1,,
58639,2.3,,,4.1,,,,4.7,2.2,1.6
58640,4.2,,1.3,4.8,2.8,3.0,,4.4,2.1,2.0
58641,,,4.0,3.3,,3.7,3.1,2.9,,
58642,1.4,3.8,1.7,1.8,3.6,4.4,,2.2,,1.4
58643,,,,2.5,3.6,,,2.3,,3.7
58644,1.9,,4.7,,3.8,2.3,,4.1,4.1,4.6
58645,2.3,1.9,2.4,2.1,,,3.5,3.3,,5.0
58646,2.5,,,3.3,1.0,4.7,2.0,4.8,4.4,
58647,4.9,4.5,1.9,2.5,5.0,3.4,1.7,3.3,2.7,
58648,,,4.6,3.9,,1.3,4.8,1.6,4.2,1.2
58649,,,1.0,4.0,2.0,,,3.4,4.3,3.8
58650,3.8,,,,2.8,1.4,,1.9,,4.5
58651,3.9,3.1,3.5,2.5,,2.1,3.3,3.7,,2.1
58652,,3.8,2.3,2.1,2.6,,3.5,,1.6,2.5
58653,1.5,2.9,,,2.1,2.7,,,5.0,
58654,1.2,3.6,4.3,,3.7,4.9,,4.5,,4.9
58655,4.5,,1.1,2.1,2.1,,1.2,,3.4,4.2
58656,1.2,3.5,1.7,1.7,2.3,,1.0,,4.4,
58657,1.2,,2.6,2.0,,,,3.5,,1.4
58658,,4.1,,,2.4,1.6,4.9,,3.8,4.1
58659,1.5,2.7,1.5,,,3.4,2.6,,,4.1
58660,2.2,3.6,3.3,4.5,,,2.8,4.6,,2.7
58661,5.0,4.3,2.1,1.1,4.1,2.4,3.1,,1.9,2.8
58662,2.9,3.7,1.6,1.3,4.4,,3.7,4.6,2.5,2.9
58663,1.7,3.5,,2.6,4.7,,4.7,1.7,,
58664,4.4,4.6,,1.9,4.7,2.8,4.8,,2.2,3.5
58665,2.5,2.4,,2.4,4.5,1.2,3.2,2.1,4.5,4.6
58666,1.8,4.6,,4.1,1.6,4.0,2.5,1.9,4.5,3.7
58667,1.6,,3.0,,3.2,4.4,,4.9,,1.8
58668,,1.4,3.3,,2.3,1.1,5.0,,1.9,2.7
58669,,,2.4,4.2,1.7,3.3,,2.3,2.8,4.0
58670,,,1.6,4.7,1.1,1.6,3.6,4.9,,4.8
58671,2.0,,4.1,2.0,,2.4,,,,3.6
58672,2.1,,2.3,,2.1,4.3,,3.4,1.4,1.1
58673,2.0,3.1,4.0,2.7,,,2.0,3.9,,2.6
58674,2.7,3.7,2.6,4.3,,1.7,3.4,2.1,,3.2
58675,,1.6,3.0,1.2,2.7,3.2,4.2,4.3,1.1,
58676,4.6,1.1,1.6,2.2,1.9,,3.0,4.4,2.7,2.2
58677,2.7,4.9,4.9,,2.0,,,3.3,4.4,
58678,,,2.2,4.6,3.4,3.4,3.3,,1.5,4.1
58679,,,2.0,2.2,2.3,,3.1,1.8,4.4,3.7
58680,4.4,,3.4,,3.7,4.9,1.5,1.4,1.6,
58681,,3.8,,,,1.2,,,,3.8
58682,4.1,1.1,2.1,4.0,1.4,2.0,3.8,1.1,4.9,
58683,,1.2,4.7,2.6,1.1,4.5,,3.7,,1.6
58684,2.2,2.7,4.8,4.2,,2.8,4.8,2.0,,1.8
58685,,,,,,3.2,1.9,1.4,,1.6
58686,4.3,4.6,3.9,1.9,,,,1.7,2.5,
58687,2.9,1.0,,1.5,4.0,2.5,1.8,2.5,3.3,
58688,,4.0,4.4,1.6,2.7,3.2,2.5,2.4,4.2,4.0
58689,1.6,1.8,,1.5,,1.3,4.8,4.9,,1.7
58690,,,1.4,,4.9,4.4,3.9,2.4,1.7,4.0
58691,4.1,4.4,3.9,,4.7,4.0,3.2,3.1,3.6,2.0
58692,,,2.2,2.6,1.2,,,3.8,1.1,3.9
58693,2.9,3.9,4.5,5.0,,2.1,,3.5,,2.4
58694,,1.3,1.1,3.5,1.6,4.1,1.1,1.7,,1.5
58695,,1.9,1.8,4.2,1.5,2.8,1.9,,2.0,2.3
58696,1.2,4.1,1.1,,,2.4,2.2,1.6,3.7,4.6
58697,2.3,2.0,4.4,3.9,3.5,3.9,,4.1,,
58698,,,1.5,,,3.0,3.4,1.3,3.3,2.4
58699,4.8,,4.5,3.8,2.2,4.7,4.0,3.9,3.8,1.8
58700,3.8,,4.4,,3.4,2.3,,2.6,4.3,2.4
58701,2.4,2.6,3.3,,4.0,1.6,1.4,,3.1,
58702,1.4,3.9,1.5,3.7,,4.4,2.7,,2.2,
58703,4.1,,3.8,3.6,,1.9,4.3,3.9,3.8,1.8
58704,3.3,3.5,1.4,4.2,,1.1,,2.7,3.8,1.6
58705,4.4,3.8,4.4,,1.0,,3.7,4.1,1.5,2.6
58706,,,3.9,,2.4,4.3,,2.4,3.0,1.5
58707,4.9,1.7,3.4,2.4,3.7,3.7,,2.2,1.7,3.1
58708,,2.4,4.7,,1.8,,3.2,1.9,2.2,2.7
58709,3.2,,2.7,3.6,4.4,1.9,4.6,,4.6,
58710,3.5,4.8,3.2,,3.3,,2.0,3.7,2.7,3.2
58711,4.6,,4.8,4.7,2.9,3.6,,1.5,,3.3
58712,3.9,,4.4,3.1,2.6,2.5,2.0,3.6,1.6,
58713,,1.0,3.5,4.3,3.9,2.2,1.6,4.4,1.3,
58714,3.1,1.8,,,4.8,,4.9,1.7,,1.1
58715,,4.6,,5.0,2.1,,4.3,2.0,1.1,4.6
58716,2.4,,3.9,2.3,2.0,,1.4,,4.5,
58717,,5.0,,1.0,1.7,4.7,4.3,3.0,3.1,4.6
58718,3.6,,1.0,4.2,4.1,3.9,1.5,,3.9,1.8
58719,,3.8,4.7,4.7,1.9,1.4,4.7,4.0,,4.0
58720,3.2,,3.9,4.0,5.0,3.2,,4.8,1.5,2.4
58721,4.9,4.3,2.4,4.7,3.8,,1.1,,2.1,
58722,,2.6,,3.0,4.9,2.3,2.9,3.6,4.4,
58723,,3.0,2.4,5.0,2.5,1.6,3.5,3.2,,
58724,3.9,4.6,2.4,2.1,4.7,,3.6,,,1.2
58725,4.4,3.9,1.7,,3.7,2.7,1.6,1.1,1.2,2.7
58726,,4.9,,4.7,,4.5,2.5,3.3,2.0,3.8
58727,3.5,5.0,1.2,1.1,2.6,,,,2.5,1.2
58728,3.1,2.8,,4.4,2.8,2.4,,4.0,1.0,
58729,2.8,2.5,,2.1,3.0,3.4,,4.9,4.1,2.9
58730,1.5,1.1,,,5.0,1.4,1.0,3.1,,
58731,1.4,1.5,1.4,,,3.1,1.8,4.0,2.9,
58732,2.2,1.8,4.1,4.0,3.5,1.1,4.7,1.5,,
58733,4.6,4.3,,,1.8,,1.0,1.8,,2.9
58734,2.9,3.8,,2.7,,,3.9,,3.0,4.7
58735,1.2,1.6,4.0,4.8,,3.6,,1.8,,4.6
58736,,3.7,3.4,2.0,3.8,,1.5,,4.0,1.3
58737,2.6,1.3,2.9,4.4,,2.5,3.5,3.8,1.6,
58738,5.0,4.1,1.4,4.8,3.1,1.8,1.7,,3.7,1.7
58739,4.3,,4.2,,,4.7,4.1,2.5,4.4,1.6
58740,2.7,3.0,1.7,,3.3,2.7,,2.8,4.4,2.5
58741,4.3,3.2,1.7,,,,4.9,2.9,4.2,
58742,,1.5,1.2,,,2.9,3.0,3.4,,1.4
58743,3.9,1.7,3.1,2.4,,4.6,1.2,2.6,,
58744,4.8,,2.3,1.7,,,3.9,1.6,1.7,2.9
58745,,2.3,4.3,1.1,1.2,1.0,,4.1,,3.7
58746,4.6,1.8,4.7,3.7,,,,4.0,2.7,4.7
58747,,3.0,3.7,3.7,4.5,5.0,,3.0,,3.2
58748,2.5,3.7,1.9,2.6,3.0,4.3,3.5,4.3,,
58749,,,2.4,2.1,,,3.5,1.6,,1.1
58750,1.9,4.4,4.9,,4.0,3.9,,,,1.5
58751,2.5,3.2,3.3,1.4,,3.0,3.4,4.1,,2.6
58752,,,3.5,1.5,3.5,4.2,1.7,3.8,5.0,4.4
58753,,2.0,,4.5,3.3,2.5,2.9,,,
58754,4.0,2.9,,1.9,2.9,,3.9,,2.2,2.2
58755,1.9,2.2,,,1.9,3.1,3.4,,3.3,
58756,3.9,,4.9,,2.7,2.4,2.2,,,
58757,,,3.3,,,,1.6,,,1.8
58758,,,4.9,1.8,1.2,,3.6,3.9,2.8,2.8
58759,2.4,2.1,4.5,,4.4,1.5,3.8,2.1,,
58760,4.8,2.8,,4.9,3.2,3.0,2.2,1.4,,1.2
58761,,4.6,2.9,,1.3,4.1,,4.6,1.5,3.2
58762,4.9,1.7,,,1.0,1.4,4.6,1.5,2.5,4.2
58763,1.7,2.5,1.8,2.2,4.3,5.0,1.6,,2.9,
58764,3.2,4.6,,,,3.2,,,1.4,4.2
58765,3.1,3.9,5.0,2.6,,3.9,,2.9,2.2,2.2
58766,3.4,,4.4,,3.4,,,3.5,4.9,1.5
58767,3.9,,1.3,1.9,,,1.1,1.9,3.1,2.3
58768,,3.1,,4.4,1.7,1.5,,2.4,,3.1
58769,4.2,1.1,,2.1,,4.6,2.4,2.0,3.2,2.6
58770,2.7,4.2,,1.3,1.3,3.8,2.5,,,3.8
58771,1.5,,2.7,4.9,4.0,,5.0,4.3,1.9,3.3
58772,2.9,3.9,,4.1,3.6,1.4,2.7,2.0,,1.6
58773,3.4,3.3,1.4,4.9,3.5,3.9,1.4,1.4,3.4,4.1
58774,,,1.1,2.5,,5.0,,,3.0,1.8
58775,,,3.6,2.0,2.2,4.2,1.8,2.0,1.4,1.1
58776,4.3,4.7,,1.1,1.5,,1.8,3.4,,3.9
58777,4.5,4.7,1.5,5.0,,3.3,3.9,1.5,1.2,4.8
58778,1.5,1.4,2.2,5.0,3.5,3.9,,4.5,2.8,4.0
58779,2.8,4.0,3.8,,3.6,4.9,,3.2,2.8,
